BusinessAddress,BusinessName,BusinessPhone,BusinessStartDate,BusinessType,BusinessLicenseNumber,City,OwnerName,State,StreetDirection,StreetName,StreetNumber,StreetSuffix,Suite,Zip,LocationX,LocationY,Latitude,Longitude,Location
2900 ELYSIAN FIELDS AVE,,504-861-2077,1992-03-14,Civic & Social Organizations,101568351,NEW ORLEANS,N O AREA HABITAT FOR HUMANITY,LA,,ELYSIAN FIELDS,2900,AVE,,70118,3684341.47,543339.45,29.987908479668818,-90.05868282626746,POINT (-90.05868282626746 29.987908479668818)
636 ROYAL ST,SUCRE,504-756-3173,2024-06-27,Limited Service Restaurants(no table service available),105072217,NEW ORLEANS,DEUX SUCRES LLC,LA,,ROYAL,636,ST,,70130-2116,3682516.16,532367.32,29.95779463222917,-90.06483203799037,POINT (-90.06483203799037 29.95779463222917)
1250 POYDRAS ST,POYDRAS PROPERTIES,504-522-2535,2014-07-02,"Real Estate, Other Activities Related to",103013381,NEW ORLEANS,"POYDRAS PROPERTIES, LLC",LA,,POYDRAS,1250,ST,2460,70113-1818,3678742.79,529780.3,29.950795519646565,-90.07683683762644,POINT (-90.07683683762644 29.950795519646565)
1340 S CARROLLTON AVE,,215-917-7112,2024-01-01,Full Service Restaurants(table service available),105071191,NEW ORLEANS,HANGOUT RAMEN NOLA LLC,LA,S,CARROLLTON,1340,AVE,,70118-2004,3662381.6,528884.97,29.94881683229402,-90.1285271349771,POINT (-90.1285271349771 29.94881683229402)
1500 S CARROLLTON AVE,LEBANON'S CAFE,504-862-6200,1999-03-01,Full Service Restaurants(table service available),102168259,NEW ORLEANS,ALSHEREES HUSSAIN,LA,S,CARROLLTON,1500,AVE,,70118-2824,3662685.27,529185.5,29.949634410118605,-90.12755832857485,POINT (-90.12755832857485 29.949634410118605)
920 JULIA ST,,504-522-3771,1975-01-01,"Miscellaneous Store Retailers(except Tobacco), All Other",100638339,NEW ORLEANS,PROFESSIONAL SPORT SHOP INC,LA,,JULIA,920,ST,,70113-1114,3679380.44,528239.16,29.946538658625887,-90.07487690737952,POINT (-90.07487690737952 29.946538658625887)
916 ROYAL ST,ROYAL STREET STONES,(985) 264-7965,2017-10-10,Jewelry Stores,105027512,NEW ORLEANS,ANGELA G. MINTER,LA,,ROYAL,916,ST,,70116-2702,3683118.94,533149.46,29.959926887506107,-90.06290125103096,POINT (-90.06290125103096 29.959926887506107)
4910 HICKERSON ST,BLESSED BEYOND MEASURE CREATIONS,504-512-7330,2024-06-18,Special Events-Other (Vendor),105071981,NEW ORLEANS,MARY RHODES-SPECIAL EVENT,LA,,HICKERSON,4910,ST,,70127-3430,3710127.35,556764.49,30.024008257613477,-89.97673258933418,POINT (-89.97673258933418 30.024008257613477)
7019 CROWDER BLVD,,504-264-2353,2020-01-01,Research & Development in Social Sciences & Humanities,105048333,NEW ORLEANS,OUR MAMMY’S LLC,LA,,,,,5,70127-1944,3705005.78,559905.72,30.03281114844468,-89.99279952105367,POINT (-89.99279952105367 30.03281114844468)
1121 CLOUET ST,,504-913-2989,2022-01-01,Fine Arts Schools,105064316,NEW ORLEANS,ART CAMP 504,LA,,CLOUET,1121,ST,,70117-6612,3689096.62,536245.19,29.968255473436482,-90.04391510385979,POINT (-90.04391510385979 29.968255473436482)
342 S NORMAN C FRANCIS PKWY,,504-975-8636,2023-01-01,"Truck, Utility Trailer & RV (Recreational Vehicle) Rental & Leasing",105069157,NEW ORLEANS,DESIRE STREETCAR LOUNGE LLC,LA,S,NORMAN C FRANCIS,342,PKWY,,70119-6232,3672631.25,535730.21,29.967338650352037,-90.09593112896485,POINT (-90.09593112896485 29.967338650352037)
2100 EARHART BLVD,,504-679-2727,2023-01-01,Taxi Service,105063430,NEW ORLEANS,JEAN D JEANTY,LA,,EARHART,2100,BLVD,,70113-2120,3677815.67,527761.72,29.945273019210862,-90.07983393704609,POINT (-90.07983393704609 29.945273019210862)
620 BOURBON ST,COURT LIQUORS,504-581-5804,2004-06-16,Convenience Stores,102486188,NEW ORLEANS,"JOS FEIN CATERERS, INC",LA,,BOURBON,620,ST,,70130-2108,3682160.33,532491.62,29.958147241594013,-90.06595130449976,POINT (-90.06595130449976 29.958147241594013)
1934 MARENGO ST,VINTAGE RENOVATIONS,504-891-1047,2000-11-01,"Special Trade Contractors, All Other",102274857,NEW ORLEANS,JOE E NEMETZ            KAREN,LA,,MARENGO,1934,ST,,70115-5416,3671760.05,522348.85,29.930570147874406,-90.09913756864891,POINT (-90.09913756864891 29.930570147874406)
2236 ORIOLE ST,GENESIS GFX,504-245-0152,1992-10-15,Motion Picture & Video Production,101614115,NEW ORLEANS,"RAYMOND, MARK C         RAYMON",LA,,ORIOLE,2236,ST,,70122-4334,3683961.01,557993.67,30.028213904109485,-90.05936993587022,POINT (-90.05936993587022 30.028213904109485)
201 SAINT CHARLES AVE,,504-309-8669,2022-01-01,"Commercial Equipment Wholesalers, Other",105058412,NEW ORLEANS,DM LOGISTICS INC OF DELAWARE,LA,,SAINT CHARLES,201,AVE,2300,70170-2406,3680823.16,530226.23,29.95195878551673,-90.07025257004916,POINT (-90.07025257004916 29.95195878551673)
4180 OLD GENTILLY RD,DAYS INN,901-277-2282,2021-01-01,Hotels(except Casino Hotels) & Motels,105056101,NEW ORLEANS,SHREE SARASWATI LLC,LA,,OLD GENTILLY,4180,RD,,70126-4931,3690261.89,548705.38,30.002480423571072,-90.03979092220875,POINT (-90.03979092220875 30.002480423571072)
821 IBERVILLE ST,IBERVILLE CUISINE,985-520-7769,2025-01-27,Full Service Restaurants(table service available),106014706,NEW ORLEANS,821 IBERVILLE GROUP LLC,LA,,IBERVILLE,821,ST,,70112-3131,3681039.68,531362.72,29.95507718444578,-90.06952932315183,POINT (-90.06952932315183 29.95507718444578)
821 IBERVILLE ST,IBERVILLE CUISINE,985-520-7769,2023-01-01,Full Service Restaurants(table service available),105064205,NEW ORLEANS,821 IBERVILLE GROUP LLC,LA,,IBERVILLE,821,ST,,70112-3131,3681039.68,531362.72,29.95507718444578,-90.06952932315183,POINT (-90.06952932315183 29.95507718444578)
3328 BIENVILLE ST,HALID HABIB #1691,504-416-9269,2004-07-19,Taxi Service,102502752,NEW ORLEANS,HABIB HALID,LA,,BIENVILLE,3328,ST,,70119-5302,3673834.39,537157.49,29.971227407169405,-90.09208276220839,POINT (-90.09208276220839 29.971227407169405)
8438 OAK ST,,404-274-3050,2018-10-05,Real Estate Agents and Brokers,105035783,NEW ORLEANS,ENTABLATURE REALTY LLC,LA,,OAK,8438,ST,,70118-2046,0.0,0.0,0,0,POINT (0 0)
2552 SAINT PHILIP ST,,504-267-4427,2022-01-01,Bed & Breakfast Inns,105057892,NEW ORLEANS,HOTEL TREMELLC,LA,,SAINT PHILIP,2552,ST,,70119-3428,3677856.91,537442.04,29.971889393878868,-90.07936925029288,POINT (-90.07936925029288 29.971889393878868)
3380 STATE STREET DR,,504-717-6637,2022-01-01,Architectural Services,105059174,NEW ORLEANS,"EMILY FLAGLER, ARCHITECT, LLC",LA,,STATE STREET,3380,DR,,70125-4245,3667801.35,528940.21,29.94881091738415,-90.11141274314997,POINT (-90.11141274314997 29.94881091738415)
326 N NORMAN C FRANCIS PKWY,BAYOU BEER GARDEN,,2009-05-29,Drinking Places(Alcoholic Beverages),102738241,NEW ORLEANS,BAYOU BEER GARDEN LLC,LA,N,NORMAN C FRANCIS,326,PKWY,,70119-5312,3673942.56,537461.66,29.97206054911285,-90.09173073697666,POINT (-90.09173073697666 29.97206054911285)
3869 GENERAL DEGAULLE DR,SHINY NAIL & HAIR,504-363-1884,2007-11-01,Beauty Salons,102659104,NEW ORLEANS,CINDY HA HUYNH,LA,,GENERAL DEGAULLE,3869,DR,,70114-8221,3698076.06,519404.38,29.92166823131869,-90.01616916242962,POINT (-90.01616916242962 29.92166823131869)
701 DECATUR ST,,985-788-0409,2008-06-16,Artist-Painting on Streets,102693825,NEW ORLEANS,JOSHUA A DUNCAN,LA,,DECATUR,701,ST,,70116-0000,3683203.66,532198.88,29.95731053424882,-90.06266701146087,POINT (-90.06266701146087 29.95731053424882)
3509 MAGAZINE ST,IMPERIAL WOODPECKER SNO-BALLS-SPECIAL EVT.,251-366-7777,2014-12-01,Special Events-Other (Vendor),103012503,NEW ORLEANS,NEESA WEAVER-SPECIAL EVENT,LA,,MAGAZINE,3509,ST,,70115-2542,3674368.72,519422.13,29.92244509271567,-90.0910025454998,POINT (-90.0910025454998 29.92244509271567)
4319 CARONDELET ST,JUNIOR LEAGUE OF N O PUBLS,,1975-06-01,Book Stores,101022676,NEW ORLEANS,JUNIOR LEAGUE OF N O PUBLS,LA,,CARONDELET,4319,ST,,70115-4722,3671043.55,521306.14,29.92772423085657,-90.10143484727112,POINT (-90.10143484727112 29.92772423085657)
1701 ORETHA CASTLE HALEY BLVD,,504 329 5155,2017-12-12,Flea Market,105028934,NEW ORLEANS,LOT 1701 LLC,LA,,ORETHA CASTLE HALEY,1701,BLVD,,70113-1312,3677650.5,525743.87,29.939729566863612,-90.08042509425628,POINT (-90.08042509425628 29.939729566863612)
4501 DOWNMAN RD,METRO BY T-MOBILE,,2013-08-14,Cellular & Other Wireless Telecommunications,102958446,NEW ORLEANS,"CELL TOUCH LA, INC",LA,,DOWNMAN,4501,RD,B,70126-3716,3696133.87,553374.25,30.015134496177087,-90.02107177008965,POINT (-90.02107177008965 30.015134496177087)
701 DECATUR ST,SARRE' OPERATIONS,504-899-5926,2006-12-01,Artist-Painting on Streets,102356667,NEW ORLEANS,SARRE HOLLY E,LA,,DECATUR,701,ST,,70116-0000,3683203.66,532198.88,29.95731053424882,-90.06266701146087,POINT (-90.06266701146087 29.95731053424882)
4722 PALMYRA ST,,386-562-6020,2013-10-11,Electronic Shopping & Mail-Order Houses,102967046,NEW ORLEANS,PARTY PIROGUES,LA,,PALMYRA,4722,ST,,70119-5826,3668437.82,539263.96,29.977179131981856,-90.10905484912604,POINT (-90.10905484912604 29.977179131981856)
218 ALLEN TOUSSAINT BLVD,CELTICA LLC,504-354-8548,2022-01-01,Limited Service Restaurants(no table service available),105062289,NEW ORLEANS,DOMINIQUE RIZZO,LA,,ALLEN TOUSSAINT,218,BLVD,B,70124-2537,3667362.71,554759.61,30.01981836858514,-90.11192873078002,POINT (-90.11192873078002 30.01981836858514)
1735 TCHOUPITOULAS ST,LA STEAM EQUIPMENT CO INC,,1991-04-01,Industrial Machinery and Equipment Wholesalers,101515036,NEW ORLEANS,"D'AMICO, JOSEPH V",LA,,TCHOUPITOULAS,1735,ST,,70130-1818,3681918.62,521588.37,29.928174303485235,-90.06709502808069,POINT (-90.06709502808069 29.928174303485235)
1134 BARONNE ST,ADMINISTRATION OFFICE/NEW ORLEANS MISSION,504-523-2116,2012-10-05,"Community Housing Services, Other",102912756,NEW ORLEANS,"NEW ORLEANS MISSION, INC",LA,,BARONNE,1134,ST,,70113-1202,3679026.03,526892.95,29.942847727423725,-90.07604254503802,POINT (-90.07604254503802 29.942847727423725)
2105 BEHRMAN HWY,SANGO CREATIONS,504-667-8186,2016-01-20,Flea Market,105011029,NEW ORLEANS,ANA GONZALEZ,LA,,BEHRMAN,2105,HWY,,70114-7803,3691532.56,521746.49,29.928313451148775,-90.03674044263492,POINT (-90.03674044263492 29.928313451148775)
1801 L B LANDRY AVE,"COMPASS TWO, LLC",704-329-4000,2014-02-13,Food Service Contractors,102989431,NEW ORLEANS,CHARTWELLS DINING SERVICE,LA,,L B LANDRY,1801,AVE,,70114-6166,3689900.28,524128.38,29.934913531617116,-90.0418084237908,POINT (-90.0418084237908 29.934913531617116)
1800 CONTI ST,,504-906-1488,2008-06-20,"Plumbing, Heating and Air-Conditioning Contractors",102694457,NEW ORLEANS,DELL TECH AIR LLC,LA,,CONTI,1800,ST,,70112-3608,3678745.8,533941.18,29.962236445920666,-90.07668324897777,POINT (-90.07668324897777 29.962236445920666)
4436 SPAIN ST,,504-288-7064,2009-02-04,"Special Trade Contractors, All Other",102721217,NEW ORLEANS,"C HITHE CONSTRUCTION, LLC",LA,,SPAIN,4436,ST,,70122-4920,3685008.92,549146.03,30.00385406222683,-90.05637017987834,POINT (-90.05637017987834 30.00385406222683)
6027 CHATHAM DR,,4-049-326-5569,2022-01-01,Administrative Management & General Management Consulting Services,105060841,NEW ORLEANS,"EVAN JAMES CONSULTING, LLC",LA,,CHATHAM,6027,DR,,70122-2741,3679669.32,554678.65,30.019229313625193,-90.07304664307023,POINT (-90.07304664307023 30.019229313625193)
909 POYDRAS ST,"GARRISON, YOUNT, FORTE & MULCAHY",504-527-0680,2014-05-27,Offices of Lawyers,103006996,NEW ORLEANS,"GARRISON, YOUNT, FORTE & MULCA",LA,,POYDRAS,909,ST,1800,70112-4053,3679759.69,529701.3,29.9505475953772,-90.0736287276655,POINT (-90.0736287276655 29.9505475953772)
2918 PHILIP ST,DISTRICT SECURITY,504-939-8968,2011-03-01,Security Guards & Patrol Services,102824547,NEW ORLEANS,DISTRICT SECURITY LLC,LA,,PHILIP,2918,ST,,70113-3016,3674486.3,527295.67,29.94409126319212,-90.09036178877602,POINT (-90.09036178877602 29.94409126319212)
500 CANAL ST,SHERATON NEW ORLEANS HOTEL,504-525-2500,1982-10-31,Hotels(except Casino Hotels) & Motels,101180689,NEW ORLEANS,SHERATON OPERATING CORP ATTN A,LA,,CANAL,500,ST,,70130-2306,3681620.19,530215.84,29.951906034447276,-90.06773628971094,POINT (-90.06773628971094 29.951906034447276)
2601 TULANE AVE,TULANE TOWER,504-822-4488,1996-08-11,Lessors of Nonresidential Bulidings(except Miniwarehouses),105017151,NEW ORLEANS,2601 LLC,LA,,TULANE,2601,AVE,,70119,3674816.73,533599.12,29.961413794769545,-90.08910242095486,POINT (-90.08910242095486 29.961413794769545)
3129 SAINT ROCH AVE,ISLAND BAR AND GRILL LLC,504-209-1975,2022-01-01,Drinking Places(Alcoholic Beverages),105060912,NEW ORLEANS,THE ISLAND,LA,,SAINT ROCH,3129,AVE,,70122-4604,3685929.38,544422.42,29.99083759556836,-90.0536289558587,POINT (-90.0536289558587 29.99083759556836)
6005 BULLARD AVE,MCDONALD'S #11486,504-254-0210,2007-08-20,Limited Service Restaurants(no table service available),102648609,NEW ORLEANS,"COAXUM ENTERPRISES, INC",LA,,BULLARD,6005,AVE,,70128-2812,3715841.25,563990.5,30.043689635784176,-89.95840398860317,POINT (-89.95840398860317 30.043689635784176)
310 N RAMPART ST,PARK FIRST,504-525-9017,2015-02-12,Parking Lots & Garages,105002334,NEW ORLEANS,"PARK FIRST, LLC",LA,N,RAMPART,310,ST,,70112,3680606.52,532235.29,29.95748958596088,-90.0708667232784,POINT (-90.0708667232784 29.95748958596088)
3336 MAGAZINE ST,DAT DOG,,2012-12-28,Full Service Restaurants(table service available),102922166,NEW ORLEANS,DAT DOG ENTERPRISES LLC,LA,,MAGAZINE,3336,ST,,70115,3675153.66,519637.73,29.92301449919847,-90.08851741172407,POINT (-90.08851741172407 29.92301449919847)
1555 PACE BLVD,PRIMOS HANDYMAN CONSTRUCTION,678-852-4552,2009-07-28,Single Family Housing Construction,102748701,NEW ORLEANS,OLBIN FLORES ORDONEZ,LA,,PACE,1555,BLVD,,70114-3025,0.0,0.0,0,0,POINT (0 0)
2749 TOULOUSE ST,MAJOR SERVICES INC,,2002-03-26,Computer Systems Design Services,102359381,NEW ORLEANS,MAJORS SERVICES INC,LA,,TOULOUSE,2749,ST,,70119-4229,3676106.83,536865.84,29.970357586135638,-90.08491611220799,POINT (-90.08491611220799 29.970357586135638)
3910 MACARTHUR BLVD,MAXO,504-931-6621,2022-01-01,Taxi Service,105059087,NEW ORLEANS,MAXO EMILE,LA,,MACARTHUR,3910,BLVD,,70114-6830,3698056.31,520543.27,29.924800414372683,-90.0161901800547,POINT (-90.0161901800547 29.924800414372683)
3224-26 ST CLAUDE AVE,ULTIMATE FOOT CARE,504-945-8102,2010-07-02,Offices of Podiatrists,102790961,NEW ORLEANS,ULTIMATE FOOT CARE LLC,LA,,ST CLAUDE,3224-26,AVE,,70117,0.0,0.0,0,0,POINT (0 0)
3221 BEHRMAN PL,DUHON & COMPANY CPA,504-393-1481,1997-01-01,Offices of Certified Public Accountants,102035615,NEW ORLEANS,DUHON & STAGNI CPA'S,LA,,BEHRMAN,3221,PL,104,70114-8253,3697603.42,519452.97,29.921816768000934,-90.0176593140423,POINT (-90.0176593140423 29.921816768000934)
3806 NAPOLEON AVE,ERIKA PARKER PHOTOGRAPHY,504-252-9146,2013-03-13,"Photography Studios, Portrait",102935039,NEW ORLEANS,PHOTOGRAPHY BY ERIKA PARKER LL,LA,,NAPOLEON,3806,AVE,,70125-4444,3669979.0,528551.93,29.94767924075882,-90.10455009730974,POINT (-90.10455009730974 29.94767924075882)
1648 GENTILLY BLVD,BROOK'S SEAHORSE SALOON,504-948-7803,2003-07-07,Drinking Places(Alcoholic Beverages),102423143,NEW ORLEANS,BROOK'S SEAHORSE SALOON LLC,LA,,GENTILLY,1648,BLVD,,70119,3678573.37,541120.16,29.981981376157258,-90.07697919118,POINT (-90.07697919118 29.981981376157258)
1177 ALLEN TOUSSAINT BLVD,TWO FEATHERS ENTERPRISE,504-228-6667,2004-01-01,Electrical Contractors,102482956,NEW ORLEANS,"TWO FEATHERS ENTERPRISES, INC",LA,,ALLEN TOUSSAINT,1177,BLVD,,70124-4332,3675860.13,555291.96,30.021030344871885,-90.08506128128516,POINT (-90.08506128128516 30.021030344871885)
3168 SAINT CLAUDE AVE,,504-309-1216,1900-01-02,Video Draw Poker Devices,102478991,NEW ORLEANS,LUCKY COIN MACHINE CO.,LA,,SAINT CLAUDE,3168,AVE,,70117-6643,3689504.72,535828.2,29.96709626339733,-90.0426411437373,POINT (-90.0426411437373 29.96709626339733)
620 DECATUR ST,CVS PHARMACY #2728,,2010-12-02,Pharmacies & Drug Stores,102811151,NEW ORLEANS,LOUISIANA CVS PHARMACY LLC,LA,,DECATUR,620,ST,,70130,3683201.29,531810.0,29.956241319122597,-90.06268811234008,POINT (-90.06268811234008 29.956241319122597)
1900 DELACHAISE ST,RUTHIE'S BEAUTY SALON,,1988-01-01,Beauty Salons,101344797,NEW ORLEANS,"JAMES, RUTH",LA,,DELACHAISE,1900,ST,,70115-5328,3673354.09,522421.32,29.93072211003138,-90.09410293812635,POINT (-90.09410293812635 29.93072211003138)
2022 ST BERNARD AVE 122B,,504-388-1439,2023-01-01,Civic & Social Organizations,105064591,NEW ORLEANS,FOUNDATION FOR LOUISIANA,LA,,ST BERNARD,2022,AVE,,70116,0.0,0.0,0,0,POINT (0 0)
3705 GENERAL DEGAULLE DR,KNOWLEDGE TRANSPORTATION,504-655-1351,2023-01-01,"Transit & Ground Passenger Transportation, All Other",105066828,NEW ORLEANS,ARCENEAUX GREGORY,LA,,GENERAL DEGAULLE,3705,DR,,70114-8205,0.0,0.0,0,0,POINT (0 0)
4141 BIENVILLE ST SUITE 16,ABBY BORDES SALON,,2016-12-16,Beauty Salons,105020457,NEW ORLEANS,ABBY BORDES SALON LLC,LA,,BIENVILLE,4141,ST,,70119,3671348.05,539264.86,29.977095786559246,-90.09986334138851,POINT (-90.09986334138851 29.977095786559246)
2728 CONTI ST,,504-666-5900,2022-01-01,Limousine Service,105061839,NEW ORLEANS,TIHOMIR N TODOROV,LA,,CONTI,2728,ST,,70119-5514,3675780.28,536188.72,29.96850551496591,-90.08597067302424,POINT (-90.08597067302424 29.96850551496591)
2845 METROPOLITAN ST,,504-232-2870,2022-01-01,"Miscellaneous Store Retailers(except Tobacco), All Other",105058608,NEW ORLEANS,JJ&M TRANSPORTATION LLC,LA,,METROPOLITAN,2845,ST,,70126-5719,3691114.61,543041.0,29.98687893750315,-90.0372994813349,POINT (-90.0372994813349 29.98687893750315)
4227 BIENVILLE ST,SCHRENK ENDOM & FLANGAN,(504) 482-7556,2016-09-16,Engineering Services,105018055,NEW ORLEANS,"SCHRENK ENDOM & FLANAGAN, LLC",LA,,BIENVILLE,4227,ST,,70119-4601,3670973.03,539634.58,29.978123486236253,-90.1010352207569,POINT (-90.1010352207569 29.978123486236253)
500 PORT OF NEW ORLEANS PL,GAP #2537,504-529-4962,2004-12-01,Family Clothing Stores,102483421,NEW ORLEANS,"GAP,INC",LA,,PORT OF NEW ORLEANS,500,PL,130,70130-1679,3683173.95,528690.71,29.947665163094264,-90.06288365082823,POINT (-90.06288365082823 29.947665163094264)
739 BOURBON ST,,985-966-3405,2023-01-01,Tobacco Stores,105064069,NEW ORLEANS,RA SHOP 14 LLC,LA,,BOURBON,739,ST,,70116-3145,3682453.09,532960.4,29.959427319648167,-90.06501046510671,POINT (-90.06501046510671 29.959427319648167)
6221 S CLAIBORNE AVE,,504-458-7225,2019-01-01,Home Based-Office Use Only,105038488,NEW ORLEANS,FIG LEAF INC.,LA,S,CLAIBORNE,6221,AVE,,70125,3667306.66,528007.47,29.946260681176792,-90.11300606205717,POINT (-90.11300606205717 29.946260681176792)
701 DECATUR ST,LINDA CUTHBERT,504-269-9210,2006-12-01,Artist-Painting on Streets,101287874,NEW ORLEANS,"CUTHBERT, LINDA",LA,,DECATUR,701,ST,,70116-0000,3683203.66,532198.88,29.95731053424882,-90.06266701146087,POINT (-90.06266701146087 29.95731053424882)
401 S CLAIBORNE AVE,AROMA INDIAN CUISINE,504-535-3455,2017-03-29,Full Service Restaurants(table service available),105023097,NEW ORLEANS,"LOVE & PIE , LLC",LA,S,CLAIBORNE,401,AVE,,70112,3677349.8,531587.66,29.95580708254503,-90.08117283132928,POINT (-90.08117283132928 29.95580708254503)
2151 CARNOT ST,HOT SHOT PHOTOGRAPHIC,504-234-3327,2000-08-08,"Photography Studios, Portrait",102266820,NEW ORLEANS,"KELLER, RICHARD V",LA,,CARNOT,2151,ST,,70122-3950,3683589.06,549943.8,30.00609107412357,-90.06082776515484,POINT (-90.06082776515484 30.00609107412357)
908 HARRISON AVE,NOLA SNOW-SPECIAL EVENT,504-915-2677,2010-07-13,Special Events-Other (Vendor),102791754,NEW ORLEANS,"NOLA SNOW,LLC-SPECIAL EVENT",LA,,HARRISON,908,AVE,,70124-3812,3670106.14,548991.77,30.003878147904132,-90.10345596706348,POINT (-90.10345596706348 30.003878147904132)
1300 BURDETTE ST,PLUM ST SNOWBALL CENTER,504-467-4715,2005-12-01,Snack & Nonalcoholic Beverage Bars,101125521,NEW ORLEANS,"BLACK, CLAUDE L",LA,,BURDETTE,1300,ST,,70118-4018,3663029.82,527926.84,29.94616352523745,-90.12651227911788,POINT (-90.12651227911788 29.94616352523745)
3421 JOHNNY JACKSON JR BLVD,LOUISA BEAUTY SUPPLY,504-975-5819,2023-01-01,"Cosmetics, Beauty Supplies & Perfume Stores",105064982,NEW ORLEANS,KARAM 1 LLC,LA,,JOHNNY JACKSON JR,3421,BLVD,,70126,3691978.61,545096.9,29.992505019933272,-90.0344968239718,POINT (-90.0344968239718 29.992505019933272)
3612 S CARROLLTON AVE,FAMILY DOLLAR STORE #25398,704-847-6961,2007-07-06,"Miscellaneous Store Retailers(except Tobacco), All Other",102641795,NEW ORLEANS,"FAMILY DOLLAR STORE OF LA, LLC",LA,S,CARROLLTON,3612,AVE,,70118-4510,3667695.62,534955.48,29.965354034612684,-90.11154406229073,POINT (-90.11154406229073 29.965354034612684)
1009 POYDRAS ST,WALK-ON'S BISTREAUX & BAR NEW ORLEANS,504-679-7012,2016-07-14,Full Service Restaurants(table service available),105016334,NEW ORLEANS,"W.O. 70112,LLC",LA,,POYDRAS,1009,ST,A,70112-1019,3679394.11,529757.86,29.95071416247026,-90.07478107881923,POINT (-90.07478107881923 29.95071416247026)
300 CANAL ST,DOUBLETREE NEW ORLEANS,504-581-1300,2017-07-21,"Gift, Novelty & Souvenir Stores",105025712,NEW ORLEANS,DOUBLETREE MANAGEMENT LLC,LA,,CANAL,300,ST,,70130-1104,3682141.65,529800.59,29.95074839004992,-90.066104268149,POINT (-90.066104268149 29.95074839004992)
1137 CRETE ST,ELF N' SURPRISES,504-488-7164,2011-12-01,Special Events-Other (Vendor),102851901,NEW ORLEANS,ESTHER B SANCHEZ,LA,,CRETE,1137,ST,,70119-3308,3677638.57,539011.64,29.976211823619135,-90.08000458244423,POINT (-90.08000458244423 29.976211823619135)
2682 LAW ST,,504-276-9717,2022-01-01,"Independent Artists, Writers & Performers",105063234,NEW ORLEANS,HOUSE OF HARMONY,LA,,LAW,2682,ST,,70117-7552,3687082.77,541986.67,29.984104681727583,-90.05007185083949,POINT (-90.05007185083949 29.984104681727583)
3506 MAGAZINE ST,BALZAC ANTIQUES,504-899-2668,2009-02-02,Furniture Stores,102720792,NEW ORLEANS,SARAH SCOTT THOMAS,LA,,MAGAZINE,3506,ST,,70115-2543,3674387.18,519329.9,29.922190939468507,-90.09094743131021,POINT (-90.09094743131021 29.922190939468507)
6260 VICKSBURG ST,BPI HOME BUILDER,504-488-8600,2012-08-21,Single Family Housing Construction,102906586,NEW ORLEANS,BPI HOME BUILDER LLC,LA,,VICKSBURG,6260,ST,A,70124-3031,3668969.67,549052.89,30.004079698380675,-90.10704421525865,POINT (-90.10704421525865 30.004079698380675)
859 CONVENTION CENTER BLVD,NEW ORLEANS MARRIOTT WAREHOUSE ARTS DISTRICT HOTEL,,2013-11-04,Caterers,102970373,NEW ORLEANS,MARRIOTT HOTEL SERVICES LLC,LA,,CONVENTION CENTER,859,BLVD,,70130-1754,3682585.4,527078.52,29.943250112530375,-90.06479828584425,POINT (-90.06479828584425 29.943250112530375)
1200 N PETERS ST,,504-460-9322,2009-01-23,Flea Market,102719506,NEW ORLEANS,SARA ELMORE,LA,N,PETERS,1200,ST,,70116-2631,3684590.01,533137.39,29.959848769517027,-90.05825636718689,POINT (-90.05825636718689 29.959848769517027)
1015 DECATUR ST,EVERYTHING NEW ORLEANS,504-521-8181,2007-09-25,"Miscellaneous Store Retailers(except Tobacco), All Other",102653246,NEW ORLEANS,NEW ORLEANS COOKERY & SPICES L,LA,,DECATUR,1015,ST,,70116-3309,3683878.62,532996.55,29.959483255625784,-90.06050771571681,POINT (-90.06050771571681 29.959483255625784)
317 N RAMPART ST,HOMEWOOD SUITES BY HILTON NEW ORLEANS FRENCH QUART,,2017-01-01,Drinking Places(Alcoholic Beverages),105022756,NEW ORLEANS,HRI LODGING LLC,LA,N,RAMPART,317,ST,,70112-3105,3680552.71,532386.59,29.957907239729018,-90.0710313760145,POINT (-90.0710313760145 29.957907239729018)
1214 S ROBERTSON ST,MURPHY MCCALEB EDUCATION FUND,504-528-9840,2009-01-26,"Individual & Family Services, Other",102719875,NEW ORLEANS,REV WILLIE GABLE SR,LA,S,ROBERTSON,1214,ST,,70113-3420,3676619.92,528142.74,29.946356612139045,-90.08359618035752,POINT (-90.08359618035752 29.946356612139045)
2728 CONTI ST,GIRGIS LLC,504-220-9158,2006-08-08,Taxi Service,102591976,NEW ORLEANS,"GIRGIS, LLC",LA,,CONTI,2728,ST,,70119-5514,3675780.28,536188.72,29.96850551496591,-90.08597067302424,POINT (-90.08597067302424 29.96850551496591)
2436 ROYALVIEW CT,CHRIS SEEMAN,513-533-2318,2003-12-01,Special Events-Jazz Fest (Vendor),101953971,CINCINNATI,SEEMAN CHRIS,OH,,ROYALVIEW,2436,CT,,45244-4005,0.0,0.0,0,0,POINT (0 0)
7000 CROWDER BLVD,CROWDER CHEVRON,504-349-9000,2017-08-30,Gasoline Stations with Convenience Stores,105026581,NEW ORLEANS,"LILY & COMPANY, LLC",LA,,CROWDER,7000,BLVD,,70127-1906,3704342.08,559373.34,30.03136864472859,-89.99491650619677,POINT (-89.99491650619677 30.03136864472859)
